clang++ -std=c++17;1.6731488406881079
clang++ -O3 -std=c++17;1.4884488448844884
clang++ -std=c++17 -stdlib=libc++;1.732084690553746
clang++ -O3 -std=c++17 -stdlib=libc++;1.5327455919395465
g++ -std=c++17;1.8033282904689862
g++ -O3 -std=c++17;1.2878151260504203
cl.exe /std:c++17;1.8835382535140406
cl.exe /std:c++17 /O2;2.51313915649617
